SKU_Name,Description
GBRndFrst78RdcrPnkLthr,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrIvyLthr,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst78LtnCu,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrShnGl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrShnBlkTall,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrShnBlk,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrBrwnLthr,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrLBrwnLthr,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrShnSl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrMtSlTall,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrMtSl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrWht,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78SpryMtGl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnMtGl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte gold lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78SpryShnGl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnShnGl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78SpryShnBlk,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnShnBlk,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78SpryMtSl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnMtSl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78SpryShnSl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnShnSl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpLvn,"Rounddesign78 ml,  2.65oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpPnk,"Rounddesign78 ml,  2.65oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpMtSl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpIvySl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpGl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpIvyGl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpWht,"Rounddesign78 ml,  2.65oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpRed,"Rounddesign78 ml,  2.65oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslLvn,"Rounddesign78 ml,  2.65oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslIvyGl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslIvySl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslWht,"Rounddesign78 ml,  2.65oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslPnk,"Rounddesign78 ml,  2.65oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslRed,"Rounddesign78 ml,  2.65oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslMtSl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslGl,"Rounddesign78 ml,  2.65oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrPnkLthr,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrIvyLthr,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnCu,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte copper lotion pump00.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrShnGl,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrShnBlkTall,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrShnBlk,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrBrwnLthr,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrLBrwnLthr,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrShnSl,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrMtSlTall,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrMtSl,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrWht,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128SpryMtGl,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
