SKU_Name,Family_Name,Bottle_Shape,Capacity_OZ,Description
GBRndFrst128RdcrShnBlk,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrBrwnLthr,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrLBrwnLthr,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrShnSl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrMtSlTall,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrMtSl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrWht,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128SpryMtGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst128LtnMtGl,LBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte gold lotion pump0.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128SpryShnGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst128LtnShnGl,LBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny gold lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128SpryShnBlk,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst128LtnShnBlk,LBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny black lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128SpryMtSl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst128LtnMtSl,LBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128SpryShnSl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst128LtnShnSl,LBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpLvn,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpPnk,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpMtSl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpIvySl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpIvyGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpWht,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpRed,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpTslLvn,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpTslIvyGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpTslIvySl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpTslWht,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpTslPnk,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpTslRed,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpTslMtSl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128AnSpTslGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128DrpSl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithwhite dropperwithshiny silver collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128DrpGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithwhite dropperwithshiny copper collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrPnkLthr,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrIvyLthr,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst128LtnCu,LBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte copper lotion pump00.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBSlk30RdcrShnGl,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk30RdcrShnBlkTall,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk30RdcrShnBlk,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk30RdcrBrwnLthr,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk30RdcrLBrwnLthr,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk30RdcrShnSl,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk30RdcrMtSlTall,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk30RdcrMtSl,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk30RdcrWht,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk30SpryMtGl,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk30LtnMtGl,LBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withmatte gold lotion pump00.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
GBSlk30SpryShnGl,GBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
LBSlk30LtnShnGl,LBSlk,Sleek,1oz,"Sleekdesign30 ml,  1oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each"
