SKU_Name,SKU,Price_Tier1,Description,Status
GBRnd128RdcrPnkLthr,,,"Rounddesign128 ml,  4.33oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRnd128RdcrIvyLthr,,,"Rounddesign128 ml,  4.33oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRnd128SpryCu,GBRnd128SpryCu,$2.90,"Round design 128 ml, 4.33oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",Found
LBRnd128LtnCu,,,"Rounddesign128 ml,  4.33oz Clear glass bottle  withmatte copper lotion pump00.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrShnGl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrShnBlkTall,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrShnBlk,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrBlkLthr,GBRndFrst78RdcrBlkLthr,$2.66,"Round design 78 ml, 2.65oz frosted glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml.",Found
GBRndFrst78RdcrBrwnLthr,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrLBrwnLthr,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrShnSl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrMtSlTall,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrMtSl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrWht,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78SpryMtGl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
LBRndFrst78LtnMtGl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte gold lotion pump0.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78SpryShnGl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
LBRndFrst78LtnShnGl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny gold lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78SpryShnBlk,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
LBRndFrst78LtnShnBlk,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny black lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78SpryMtSl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
LBRndFrst78LtnMtSl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
LBRndFrst78LtnClOvrCap,LBRndFrst78LtnClOvrCap,$3.37,"Round design 78 ml, 2.65oz frosted glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Round desi",Found
GBRndFrst78SpryShnSl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
LBRndFrst78LtnShnSl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpLvn,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpPnk,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpMtSl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpIvySl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpGl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpIvyGl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpBlk,GBRndFrst78AnSpBlk,$6.08,"Round design 78 ml, 2.65oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty",Found
GBRndFrst78AnSpWht,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpRed,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpTslLvn,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpTslIvyGl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpTslIvySl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpTslWht,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpTslPnk,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpTslRed,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpTslBlk,GBRndFrst78AnSpTslBlk,$6.79,"Round design 78 ml, 2.65oz frosted glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance",Found
GBRndFrst78AnSpTslMtSl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78AnSpTslGl,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrPnkLthr,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78RdcrIvyLthr,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRndFrst78SpryCu,GBRndFrst78SpryCu,$3.37,"Round design 78 ml, 2.65oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",Found
LBRndFrst78LtnCu,,,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
GBRnd78RdcrShnGl,,,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",Missing
