SKU,Description,Image_URL,Included_Component,Material,Color,Use_Cases,Tags,Item_Type,Capacity,Height_With_Cap,Height_Without_Cap,Width,Depth,Neck_Finish,Price_1pc,Price_12pc,Price_144pc,Best_Bulk_Price,Min_Order_Qty,Main_Category,Sub_Category,Product_URL
GBSlm50AnSpBlk,"Slim design 50 ml, 1.7oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty o",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm50AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 50ml",Antique Style Bulb Spray Bottles,50 ml (1.69 oz),147 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,$5.27,,$5.00,1440pc @ $4.33,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBSlm50AnSpBlk,"Slim design 50 ml, 1.7oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty o",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm50AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 50ml",Antique Style Bulb Spray Bottles,50 ml (1.69 oz),147 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,$5.27,,$5.00,1440pc @ $4.33,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBSlm50AnSpTslBlk,"Slim design 50 ml, 1.7oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance th",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm50AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 50ml",Antique Style Bulb Spray Bottles,50 ml (1.69 oz),143 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,$5.99,,$5.67,1440pc @ $4.91,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBSlm50AnSpTslBlk,"Slim design 50 ml, 1.7oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance th",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm50AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, antique style bulb spray bottles, 50ml",Antique Style Bulb Spray Bottles,50 ml (1.69 oz),143 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,$5.99,,$5.67,1440pc @ $4.91,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBSlm50SpryCu,"Slim design 50 ml, 1.7oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm50SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 50ml",Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),146 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,$2.57,,$2.43,1440pc @ $2.11,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-matte-copper-spray-and-cap
GBSlm50SpryCu,"Slim design 50 ml, 1.7oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm50SpryCu.gif,matte copper spray pump,clear glass,clear,"air freshner, cologne, eau de parfum, face and body spray, room spray","clear glass, clear, air freshner, cologne, eau de parfum, face and body spray, room spray, classic perfume spray glass bottles, 50ml",Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),146 ±2 mm,121 ±2 mm,31 ±0.5 mm,,18-415,$2.57,,$2.43,1440pc @ $2.11,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBSqr15SpryBlkSh,"Square design 15ml, 1/2oz Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBSqr15SpryBlkSh.gif,shiny black spray. Fine mist spray,Clear glass,Clear,"cologne, perfume, perfumes and colognes, promotions and decants, use with perfumes and colognes","clear glass, clear, cologne, perfume, perfumes and colognes, promotions and decants, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 15ml",Refillable Glass Bottles with Fine Mist Sprayers,15 ml (0.51 oz),73 ±1 mm,52 ±1 mm,26 ±0.5 mm,26 ±0.5 mm,13-415,$0.92,,$0.87,2100pc @ $0.76,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-shiny-black-spray
GBTallCylFrst9SpryBlkMatt,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/enlarged_pics/GBTallCylFrst9SpryBlkMatt.gif,matte black spray. Fine mist spray,frosted glass,frosted,"cologne, perfume, perfumes and colognes, use with perfumes and colognes","frosted glass, frosted, cologne, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 9ml",Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),126 ±2 mm,106 ±2 mm,,,13-415,$1.33,,$1.26,1440pc @ $1.09,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-matte-black-spray
GBTallCylFrst9SpryBlkMatt,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/enlarged_pics/GBTallCylFrst9SpryBlkMatt.gif,matte black spray. Fine mist spray,frosted glass,frosted,"cologne, perfume, perfumes and colognes, use with perfumes and colognes","frosted glass, frosted, cologne, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 9ml",Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),126 ±2 mm,106 ±2 mm,,,13-415,$1.33,,$1.26,1440pc @ $1.09,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-matte-black-spray?video=true
GBTallCyl9SpryBlkMatt,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/enlarged_pics/GBTallCyl9SpryBlkMatt.gif,matte black spray. Fine mist spray,Clear glass,Clear,"cologne, perfume, perfumes and colognes, use with perfumes and colognes","clear glass, clear, cologne, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 9ml",Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),111 ±2 mm,106 ±2 mm,,,13-415,$1.14,,$1.08,1440pc @ $0.94,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-matte-black-spray
GBTallCyl9SpryBlkMatt,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/enlarged_pics/GBTallCyl9SpryBlkMatt.gif,matte black spray. Fine mist spray,Clear glass,Clear,"cologne, perfume, perfumes and colognes, use with perfumes and colognes","clear glass, clear, cologne, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 9ml",Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),111 ±2 mm,106 ±2 mm,,,13-415,$1.14,,$1.08,1440pc @ $0.94,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-matte-black-spray?video=true
GBTallRect10SpryBlkMatt,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/enlarged_pics/GBTallRect10SpryBlkMatt.gif,matte black spray. Fine mist spray,Clear glass,Clear,"cologne, perfume, perfumes and colognes, use with perfumes and colognes","clear glass, clear, cologne, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 10ml",Refillable Glass Bottles with Fine Mist Sprayers,10 ml (0.34 oz),121 ±2 mm,101 ±2 mm,17 ±0.5 mm,17 ±0.5 mm,13-415,$1.14,,$1.08,1440pc @ $0.94,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-matte-black-spray
GBTallRect10SpryBlkMatt,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, slender bottle with attractive heavy base.",https://www.bestbottles.com/images/store/enlarged_pics/GBTallRect10SpryBlkMatt.gif,matte black spray. Fine mist spray,Clear glass,Clear,"cologne, perfume, perfumes and colognes, use with perfumes and colognes","clear glass, clear, cologne, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 10ml",Refillable Glass Bottles with Fine Mist Sprayers,10 ml (0.34 oz),121 ±2 mm,101 ±2 mm,17 ±0.5 mm,17 ±0.5 mm,13-415,$1.14,,$1.08,1440pc @ $0.94,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-matte-black-spray?video=true
GBTulipAmb5SpryBlkMatt,"Tulip design 5ml, 1/6 oz Amber glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/enlarged_pics/GBTulipAmb5SpryBlkMatt.gif,matte black spray. Fine mist spray,Amber glass,Amber,"cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes","amber glass, amber, cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 5ml",Refillable Glass Bottles with Fine Mist Sprayers,5 ml (0.17 oz),65 ±1 mm,45 ±0.5 mm,,,13-415,$0.92,,$0.87,4200pc @ $0.76,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-matte-black-spray
GBTulipAmb5SpryBlkMatt,"Tulip design 5ml, 1/6 oz Amber glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/enlarged_pics/GBTulipAmb5SpryBlkMatt.gif,matte black spray. Fine mist spray,Amber glass,Amber,"cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes","amber glass, amber, cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 5ml",Refillable Glass Bottles with Fine Mist Sprayers,5 ml (0.17 oz),65 ±1 mm,45 ±0.5 mm,,,13-415,$0.92,,$0.87,4200pc @ $0.76,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-matte-black-spray?video=true
GBTulip6SpryBlkSh,"Tulip design 6ml, 1/5oz Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/enlarged_pics/GBTulip6SpryBlkSh.gif,shiny black spray. Fine mist spray,Clear glass,Clear,"cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes","clear glass, clear, cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 6ml",Refillable Glass Bottles with Fine Mist Sprayers,6 ml (0.2 oz),65 ±1 mm,45 ±0.5 mm,,,13-415,$0.86,,$0.81,4225pc @ $0.70,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/tulip-design-6ml-bottle-shiny-black-spray
GBTulip6SpryBlkSh,"Tulip design 6ml, 1/5oz Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/enlarged_pics/GBTulip6SpryBlkSh.gif,shiny black spray. Fine mist spray,Clear glass,Clear,"cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes","clear glass, clear, cologne, decants, promotion, samples and travel accessory, perfume, perfumes and colognes, use with perfumes and colognes, refillable glass bottles with fine mist sprayers, 6ml",Refillable Glass Bottles with Fine Mist Sprayers,6 ml (0.2 oz),65 ±1 mm,45 ±0.5 mm,,,13-415,$0.86,,$0.81,4225pc @ $0.70,1,"Perfume Atomizers, Sprayers, Aluminum Bottles & Cans",Aluminum Bottles & Atomizers,https://www.bestbottles.com/product/tulip-design-6ml-bottle-shiny-black-spray?video=true
Box-4x4x4,Corrugated Box 4 x 4 x 4. 32 lbs ECT,https://www.bestbottles.com/images/store/enlarged_pics/Box-4x4x4.gif,,,,,"re-closable plastic bags and shipping boxes, 0ml",Re-closable Plastic Bags and Shipping Boxes,0 ml (0 oz),,102 ±2 mm,102 ±2 mm,101 ±2 mm,,$0.43,,,5000pc @ $0.35,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Brown-Shipping-Packaging-Box-4x4x4
Box-5x5x5,Corrugated Box 5 x 5 x 5. 32 lbs ECT,https://www.bestbottles.com/images/store/enlarged_pics/Box-5x5x5.gif,,,,,"re-closable plastic bags and shipping boxes, 0ml",Re-closable Plastic Bags and Shipping Boxes,0 ml (0 oz),,127 ±2 mm,127 ±2 mm,127 ±2 mm,,$0.49,,,5000pc @ $0.41,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Brown-Shipping-Packaging-Box-5x5x5
18-400CpAppBlk,"Black cap with glass rod applicator, Threadsize 18-400",https://www.bestbottles.com/images/store/enlarged_pics/CP18-400AppBlk.gif,,glass,Black,,"glass, black, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),45 ±0.5 mm,,,,18-400,$0.40,,$0.38,15000pc @ $0.33,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-lid-with-applicator-top-black-Color-8-425
18-400CpAppBlk,"Black cap with glass rod applicator, Threadsize 18-400",https://www.bestbottles.com/images/store/enlarged_pics/CP18-400AppBlk.gif,,glass,Black,,"glass, black, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),45 ±0.5 mm,,,,18-400,$0.40,,$0.38,15000pc @ $0.33,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-lid-with-applicator-top-black-Color-8-425?video=true
20-400cp1ozShortBlk,Black lid or closure for glass bottle with foam liner. Thread size 20-400,https://www.bestbottles.com/images/store/enlarged_pics/CP20-4001ozShortBlk.gif,,glass,Black,glass bottle with foam liner,"glass, black, glass bottle with foam liner, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),12 ±0.5 mm,,,,20-400,$0.19,,$0.18,5000pc @ $0.16,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-lids-top-bottle-black-Color-1oz-20-400
20-400Cp2ozShortBlk,Black lid or closure for glass bottle with foam liner. Thread size 20-400,https://www.bestbottles.com/images/store/enlarged_pics/CP20-4002ozShortBlk.gif,,glass,Black,glass bottle with foam liner,"glass, black, glass bottle with foam liner, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),12 ±0.5 mm,,,,20-400,$0.19,,$0.18,5000pc @ $0.16,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-lids-top-bottle-black-Color-2oz-20-400
CP15-415ShnGl,"Shiny gold cap or closure for bottles, phenolic or hard plastic cap. Threadsize 15-415",https://www.bestbottles.com/images/store/enlarged_pics/CP15-415ShnGl.gif,,plastic,gold,"bottles,  phenolic or hard plastic cap","plastic, gold, bottles,  phenolic or hard plastic cap, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),32 ±0.5 mm,,,,15-415,$0.52,,$0.50,5000pc @ $0.43,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-lids-top-bottle-shiny-gold-Color-15-415
CpRoll17-415BlkDot,Black with dots cap or closure for rollon bottles. Metal shell cap with plastic insert that has special features for pressing on roller ball. Thread size 17-415,https://www.bestbottles.com/images/store/enlarged_pics/CpRoll17-415BlkDot.gif,dots cap or closure for rollon bottles. Metal shell cap,Metal,Black,"pressing on roller ball, rollon bottles","metal, black, pressing on roller ball, rollon bottles, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),27 ±0.5 mm,,,,17-415,$0.36,,$0.34,15840pc @ $0.30,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-Black-Dot-Color-17-415
CPRoll13-415BlackDot,Shiny black cap with dots cap or closure for rollon bottles. Metal shell cap with plastic insert that has special features for pressing on roller ball. Thread size 13-415,https://www.bestbottles.com/images/store/enlarged_pics/CPRoll13-415BlackDot.gif,dots cap or closure for rollon bottles. Metal shell cap,Metal,black,"pressing on roller ball, rollon bottles","metal, black, pressing on roller ball, rollon bottles, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),24 ±0.5 mm,,,,13-415,$0.35,,$0.33,15840pc @ $0.29,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-Black-dot-Color-13-415
CPRoll20-400TallMattBlk,Tall Matte Black cap or closure for rollon bottles. Metal shell cap with plastic insert that has special features for pressing on roller ball. Thread size 20-400,https://www.bestbottles.com/images/store/enlarged_pics/CPRoll20-400TallMattBlk.gif,,Metal,Black,"pressing on roller ball, rollon bottles","metal, black, pressing on roller ball, rollon bottles, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),35 ±0.5 mm,,,,20-400,$0.43,,$0.41,5000pc @ $0.35,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-matte-black-Color-20-400
CP18-415BlkLthr,Black Faux Leather caps for glass bottles. Thread size 18-415,https://www.bestbottles.com/images/store/enlarged_pics/CP18-415BlkLthr.gif,,glass,Black,glass bottles,"glass, black, glass bottles, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),30 ±0.5 mm,,,,18-415,$0.52,,$0.50,4400pc @ $0.43,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-black-leather-Color-18-415
CP18-415BlkLthr,Black Faux Leather caps for glass bottles. Thread size 18-415,https://www.bestbottles.com/images/store/enlarged_pics/CP18-415BlkLthr.gif,,glass,Black,glass bottles,"glass, black, glass bottles, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),30 ±0.5 mm,,,,18-415,$0.52,,$0.50,4400pc @ $0.43,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-black-leather-Color-18-415?video=true
CP18-415MtSl,Short Matte Silver caps for glass bottles. Metal shell caps with plastic inner and foam liner. Thread size 18-415,https://www.bestbottles.com/images/store/enlarged_pics/CP18-415MtSl.gif,,glass,Silver,glass bottles,"glass, silver, glass bottles, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),19 ±0.5 mm,,,,18-415,$0.26,,$0.24,10000pc @ $0.21,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-matte-silver-18-415
8-425CpShortBlack,Ridged Black lid or closure for glass bottle with foam liner. Thread size 8-425,https://www.bestbottles.com/images/store/enlarged_pics/CP8-425ShortBlack.gif,,glass,Black,glass bottle with foam liner,"glass, black, glass bottle with foam liner, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),9 ± 0.1 mm,,,,8-425,$0.14,,$0.14,15000pc @ $0.12,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-short-lid-top-black-Color-8-425
8-425CpShortBlack,Ridged Black lid or closure for glass bottle with foam liner. Thread size 8-425,https://www.bestbottles.com/images/store/enlarged_pics/CP8-425ShortBlack.gif,,glass,Black,glass bottle with foam liner,"glass, black, glass bottle with foam liner, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),9 ± 0.1 mm,,,,8-425,$0.14,,$0.14,15000pc @ $0.12,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-short-lid-top-black-Color-8-425?video=true
CP8-425TallBlack,Tall black lid or closure for glass bottle with foam liner. Thread size 8-425,https://www.bestbottles.com/images/store/enlarged_pics/CP8-425TallBlack.gif,,glass,black,glass bottle with foam liner,"glass, black, glass bottle with foam liner, caps, rollon plugs and spray tops, 0ml","Caps, Rollon Plugs and Spray Tops",0 ml (0 oz),16 ±0.5 mm,,,,8-425,$0.24,,$0.23,15000pc @ $0.20,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Caps-tall-lid-top-black-Color-8-425
Drp18-40015mlBlckBulb,"Black rubber bulb dropper with black cap. Glass stem length is 66 mm, Suitable for 1/2 oz boston round bottles. Thread size 18-400",https://www.bestbottles.com/images/store/enlarged_pics/Drp18-40015mlBlckBulb.gif,black cap,Glass,Black,1/2 oz boston round bottles,"glass, black, 1/2 oz boston round bottles, funnels and droppers, 0ml",Funnels and Droppers,0 ml (0 oz),33 ±0.5 mm,,,,18-400,$0.43,,$0.41,5000pc @ $0.35,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Dropper-black-rubber-bulb-black-trim-glass-Pipette-15ml
Drp20-4001ozBlckBulb,"Black rubber bulb dropper with black cap. Glass stem length is 76 mm, Suitable for 1 oz boston round bottles. Thread size 20-400",https://www.bestbottles.com/images/store/enlarged_pics/Drp20-4001ozBlckBulb.gif,black cap,Glass,Black,1 oz boston round bottles,"glass, black, 1 oz boston round bottles, funnels and droppers, 0ml",Funnels and Droppers,0 ml (0 oz),32 ±0.5 mm,,,,20-400,$0.43,,$0.41,5000pc @ $0.35,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Dropper-glass-Black-Rubber-Bulb-black-trim-7x76
Drp20-4002ozBlckBulb,"Black rubber bulb dropper with black cap. Glass stem length is 76 mm, Suitable for 2 oz boston round bottles. Thread size 20-400",https://www.bestbottles.com/images/store/enlarged_pics/Drp20-4002ozBlckBulb.gif,black cap,Glass,Black,2 oz boston round bottles,"glass, black, 2 oz boston round bottles, funnels and droppers, 0ml",Funnels and Droppers,0 ml (0 oz),32 ±0.5 mm,,,,20-400,$0.48,,$0.45,5000pc @ $0.39,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Dropper-glass-Black-Rubber-Bulb-black-trim7x89
Drp18-415Cu,White rubber bulb dropper with shiny copper collar cap. Thread size 18-415,https://www.bestbottles.com/images/store/enlarged_pics/Drp18-415Cu.gif,shiny copper collar cap,,White,,"white, funnels and droppers, 0ml",Funnels and Droppers,0 ml (0 oz),39 ±0.5 mm,,,,18-415,$0.52,,$0.50,4600pc @ $0.43,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Dropper-white-rubber-bulb-copper-trim-glass-Pipette
Plastic Funnels,Small plastic funnel.,https://www.bestbottles.com/images/store/enlarged_pics/Plastic Funnels.gif,,plastic,,,"plastic, funnels and droppers, 0ml",Funnels and Droppers,0 ml (0 oz),,,,,,$0.31,,$0.30,2500pc @ $0.26,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Funnel-Plastic-small
FunnelMetalSl,Small Silver Metal Funnel.,https://www.bestbottles.com/images/store/enlarged_pics/FunnelMetalSl.gif,,Metal,Silver,,"metal, silver, funnels and droppers, 0ml",Funnels and Droppers,0 ml (0 oz),28 ±0.5 mm,,,,,$0.42,,$0.40,2500pc @ $0.34,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Funnel-Small-Metal-Silver
FunnelMetalGl,Small Gold Metal Funnel.,https://www.bestbottles.com/images/store/enlarged_pics/FunnelMetalGl.gif,,Metal,Gold,,"metal, gold, funnels and droppers, 0ml",Funnels and Droppers,0 ml (0 oz),28 ±0.5 mm,,,,,$0.42,,$0.40,2500pc @ $0.34,1,Perfume Accessories & Packaging,Packaging & Accessories,https://www.bestbottles.com/product/Funnel-small-metal-Gold-color
